net,length_um
net26,11.24
net22,10.32
net28,9.86
net19,9.4
net20,9.4
net21,9.4
net23,9.4
net24,9.4
net25,9.4
net27,9.4
net29,9.4
net30,9.4
net31,9.4
net32,9.4
net16,4.85
net13,4.61
net15,4.61
net17,4.61
net18,4.61
net3,4.61
net5,4.61
net7,4.61
net9,4.61
net11,4.61
net1,4.61
net2,3.93
net12,3.93
net14,3.93
net4,3.93
net6,3.93
net8,3.93
net10,3.93
